Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status,Latitude,Longitude,Altitude,Utm_easting,Utm_northing,Zone,Letter
1698238896.285019,2303,1698238896,283768177,GPS1_FRAME,1,42.34330666666666,-71.08575166666667,25.0,328191.0092377557,4690001.198710134,19,T
1698238896.405683,2304,1698238896,283768177,GPS1_FRAME,1,42.34330666666666,-71.08575166666667,25.0,328191.0092377557,4690001.198710134,19,T
1698238896.5708044,2305,1698238896,283768177,GPS1_FRAME,1,42.34330666666666,-71.08575166666667,25.0,328191.0092377557,4690001.198710134,19,T
1698238897.2836452,2306,1698238897,282589435,GPS1_FRAME,1,42.34331,-71.08578333333334,24.6,328188.4097405239,4690001.632843374,19,T
1698238897.4047148,2307,1698238897,282589435,GPS1_FRAME,1,42.34331,-71.08578333333334,24.6,328188.4097405239,4690001.632843374,19,T
1698238897.5695446,2308,1698238897,282589435,GPS1_FRAME,1,42.34331,-71.08578333333334,24.6,328188.4097405239,4690001.632843374,19,T
1698238898.2869582,2309,1698238898,285770177,GPS1_FRAME,1,42.34330166666667,-71.08581833333334,24.2,328185.5038755869,4690000.7782183355,19,T
1698238898.4079762,2310,1698238898,285770177,GPS1_FRAME,1,42.34330166666667,-71.08581833333334,24.2,328185.5038755869,4690000.7782183355,19,T
1698238898.5726557,2311,1698238898,285770177,GPS1_FRAME,1,42.34330166666667,-71.08581833333334,24.2,328185.5038755869,4690000.7782183355,19,T
1698238899.286888,2312,1698238899,285886764,GPS1_FRAME,1,42.34327833333333,-71.08585166666667,23.8,328182.6944416454,4689998.254589446,19,T
1698238899.407821,2313,1698238899,285886764,GPS1_FRAME,1,42.34327833333333,-71.08585166666667,23.8,328182.6944416454,4689998.254589446,19,T
1698238899.57291,2314,1698238899,285886764,GPS1_FRAME,1,42.34327833333333,-71.08585166666667,23.8,328182.6944416454,4689998.254589446,19,T
1698238900.2866018,2315,1698238900,285387516,GPS1_FRAME,1,42.343248333333335,-71.08587666666666,23.4,328180.55331297184,4689994.9738377305,19,T
1698238900.407406,2316,1698238900,285387516,GPS1_FRAME,1,42.343248333333335,-71.08587666666666,23.4,328180.55331297184,4689994.9738377305,19,T
1698238900.5680163,2317,1698238900,285387516,GPS1_FRAME,1,42.343248333333335,-71.08587666666666,23.4,328180.55331297184,4689994.9738377305,19,T
